year_ceremony;canon_category;name;film;winner
2001;ACTRESS IN A LEADING ROLE;Julia Roberts;Erin Brockovich;True
2001;ACTRESS IN A SUPPORTING ROLE;Judi Dench;Chocolat;False
2001;ACTRESS IN A SUPPORTING ROLE;Marcia Gay Harden;Pollock;True
2001;ACTRESS IN A SUPPORTING ROLE;Kate Hudson;Almost Famous;False
2001;ACTRESS IN A SUPPORTING ROLE;Frances McDormand;Almost Famous;False
2001;ACTRESS IN A SUPPORTING ROLE;Julie Walters;Billy Elliot;False
2002;ACTOR IN A LEADING ROLE;Russell Crowe;A Beautiful Mind;False
2002;ACTOR IN A LEADING ROLE;Sean Penn;I Am Sam;False
2002;ACTOR IN A LEADING ROLE;Will Smith;Ali;False
2002;ACTOR IN A LEADING ROLE;Denzel Washington;Training Day;True
2002;ACTOR IN A LEADING ROLE;Tom Wilkinson;In the Bedroom;False
2002;ACTOR IN A SUPPORTING ROLE;Jim Broadbent;Iris;True
2002;ACTOR IN A SUPPORTING ROLE;Ethan Hawke;Training Day;False
2002;ACTOR IN A SUPPORTING ROLE;Ben Kingsley;Sexy Beast;False
2002;ACTOR IN A SUPPORTING ROLE;Ian McKellen;The Lord of the Rings: The Fellowship of the Ring;False
2002;ACTOR IN A SUPPORTING ROLE;Jon Voight;Ali;False
2002;ACTRESS IN A LEADING ROLE;Halle Berry;Monster's Ball;True
2002;ACTRESS IN A LEADING ROLE;Judi Dench;Iris;False
2002;ACTRESS IN A LEADING ROLE;Nicole Kidman;Moulin Rouge;False
2002;ACTRESS IN A LEADING ROLE;Sissy Spacek;In the Bedroom;False
2002;ACTRESS IN A LEADING ROLE;Renée Zellweger;Bridget Jones's Diary;False
2002;ACTRESS IN A SUPPORTING ROLE;Jennifer Connelly;A Beautiful Mind;True
2002;ACTRESS IN A SUPPORTING ROLE;Helen Mirren;Gosford Park;False
2002;ACTRESS IN A SUPPORTING ROLE;Maggie Smith;Gosford Park;False
2002;ACTRESS IN A SUPPORTING ROLE;Marisa Tomei;In the Bedroom;False
2002;ACTRESS IN A SUPPORTING ROLE;Kate Winslet;Iris;False
2003;ACTOR IN A LEADING ROLE;Adrien Brody;The Pianist;True
2003;ACTOR IN A LEADING ROLE;Nicolas Cage;Adaptation;False
2003;ACTOR IN A LEADING ROLE;Michael Caine;The Quiet American;False
2003;ACTOR IN A LEADING ROLE;Daniel Day-Lewis;Gangs of New York;False
2003;ACTOR IN A LEADING ROLE;Jack Nicholson;About Schmidt;False
2003;ACTOR IN A SUPPORTING ROLE;Chris Cooper;Adaptation;True
2003;ACTOR IN A SUPPORTING ROLE;Ed Harris;The Hours;False
2003;ACTOR IN A SUPPORTING ROLE;Paul Newman;Road to Perdition;False
2003;ACTOR IN A SUPPORTING ROLE;John C. Reilly;Chicago;False
2003;ACTOR IN A SUPPORTING ROLE;Christopher Walken;Catch Me If You Can;False
2003;ACTRESS IN A LEADING ROLE;Salma Hayek;Frida;False
2003;ACTRESS IN A LEADING ROLE;Nicole Kidman;The Hours;True
2003;ACTRESS IN A LEADING ROLE;Diane Lane;Unfaithful;False
2003;ACTRESS IN A LEADING ROLE;Julianne Moore;Far from Heaven;False
2003;ACTRESS IN A LEADING ROLE;Renée Zellweger;Chicago;False
2003;ACTRESS IN A SUPPORTING ROLE;Kathy Bates;About Schmidt;False
2003;ACTRESS IN A SUPPORTING ROLE;Julianne Moore;The Hours;False
2003;ACTRESS IN A SUPPORTING ROLE;Queen Latifah;Chicago;False
2003;ACTRESS IN A SUPPORTING ROLE;Meryl Streep;Adaptation;False
2003;ACTRESS IN A SUPPORTING ROLE;Catherine Zeta-Jones;Chicago;True
2004;ACTOR IN A LEADING ROLE;Johnny Depp;Pirates of the Caribbean: The Curse of the Black Pearl;False
2004;ACTOR IN A LEADING ROLE;Ben Kingsley;House of Sand and Fog;False
2004;ACTOR IN A LEADING ROLE;Jude Law;Cold Mountain;False
2004;ACTOR IN A LEADING ROLE;Bill Murray;Lost in Translation;False
2004;ACTOR IN A LEADING ROLE;Sean Penn;Mystic River;True
2004;ACTOR IN A SUPPORTING ROLE;Alec Baldwin;The Cooler;False
2004;ACTOR IN A SUPPORTING ROLE;Benicio Del Toro;21 Grams;False
2004;ACTOR IN A SUPPORTING ROLE;Djimon Hounsou;In America;False
2004;ACTOR IN A SUPPORTING ROLE;Tim Robbins;Mystic River;True
2004;ACTOR IN A SUPPORTING ROLE;Ken Watanabe;The Last Samurai;False
2004;ACTRESS IN A LEADING ROLE;Keisha Castle-Hughes;Whale Rider;False
2004;ACTRESS IN A LEADING ROLE;Diane Keaton;Something's Gotta Give;False
2004;ACTRESS IN A LEADING ROLE;Samantha Morton;In America;False
2004;ACTRESS IN A LEADING ROLE;Charlize Theron;Monster;True
2004;ACTRESS IN A LEADING ROLE;Naomi Watts;21 Grams;False
2004;ACTRESS IN A SUPPORTING ROLE;Shohreh Aghdashloo;House of Sand and Fog;False
2004;ACTRESS IN A SUPPORTING ROLE;Patricia Clarkson;Pieces of April;False
2004;ACTRESS IN A SUPPORTING ROLE;Marcia Gay Harden;Mystic River;False
2004;ACTRESS IN A SUPPORTING ROLE;Holly Hunter;Thirteen;False
2004;ACTRESS IN A SUPPORTING ROLE;Renée Zellweger;Cold Mountain;True
2005;ACTOR IN A LEADING ROLE;Don Cheadle;Hotel Rwanda;False
2005;ACTOR IN A LEADING ROLE;Johnny Depp;Finding Neverland;False
2005;ACTOR IN A LEADING ROLE;Leonardo DiCaprio;The Aviator;False
2005;ACTOR IN A LEADING ROLE;Clint Eastwood;Million Dollar Baby;False
2005;ACTOR IN A LEADING ROLE;Jamie Foxx;Ray;True
2005;ACTOR IN A SUPPORTING ROLE;Alan Alda;The Aviator;False
2005;ACTOR IN A SUPPORTING ROLE;Thomas Haden Church;Sideways;False
2005;ACTOR IN A SUPPORTING ROLE;Jamie Foxx;Collateral;False
2005;ACTOR IN A SUPPORTING ROLE;Morgan Freeman;Million Dollar Baby;True
2005;ACTOR IN A SUPPORTING ROLE;Clive Owen;Closer;False
2005;ACTRESS IN A LEADING ROLE;Annette Bening;Being Julia;False
2005;ACTRESS IN A LEADING ROLE;Catalina Sandino Moreno;Maria Full of Grace;False
2005;ACTRESS IN A LEADING ROLE;Imelda Staunton;Vera Drake;False
2005;ACTRESS IN A LEADING ROLE;Hilary Swank;Million Dollar Baby;True
2005;ACTRESS IN A LEADING ROLE;Kate Winslet;Eternal Sunshine of the Spotless Mind;False
2005;ACTRESS IN A SUPPORTING ROLE;Cate Blanchett;The Aviator;True
2005;ACTRESS IN A SUPPORTING ROLE;Laura Linney;Kinsey;False
2005;ACTRESS IN A SUPPORTING ROLE;Virginia Madsen;Sideways;False
2005;ACTRESS IN A SUPPORTING ROLE;Sophie Okonedo;Hotel Rwanda;False
2005;ACTRESS IN A SUPPORTING ROLE;Natalie Portman;Closer;False
2006;ACTOR IN A LEADING ROLE;Philip Seymour Hoffman;Capote;True
2006;ACTOR IN A LEADING ROLE;Terrence Howard;Hustle & Flow;False
2006;ACTOR IN A LEADING ROLE;Heath Ledger;Brokeback Mountain;False
2006;ACTOR IN A LEADING ROLE;Joaquin Phoenix;Walk the Line;False
2006;ACTOR IN A LEADING ROLE;David Strathairn;Good Night, and Good Luck.;False
2006;ACTOR IN A SUPPORTING ROLE;George Clooney;Syriana;True
2006;ACTOR IN A SUPPORTING ROLE;Matt Dillon;Crash;False
2006;ACTOR IN A SUPPORTING ROLE;Paul Giamatti;Cinderella Man;False
2006;ACTOR IN A SUPPORTING ROLE;Jake Gyllenhaal;Brokeback Mountain;False
2006;ACTOR IN A SUPPORTING ROLE;William Hurt;A History of Violence;False
2006;ACTRESS IN A LEADING ROLE;Judi Dench;Mrs. Henderson Presents;False
2006;ACTRESS IN A LEADING ROLE;Felicity Huffman;Transamerica;False
2006;ACTRESS IN A LEADING ROLE;Keira Knightley;Pride & Prejudice;False
2006;ACTRESS IN A LEADING ROLE;Charlize Theron;North Country;False
2006;ACTRESS IN A LEADING ROLE;Reese Witherspoon;Walk the Line;True
2006;ACTRESS IN A SUPPORTING ROLE;Amy Adams;Junebug;False
2006;ACTRESS IN A SUPPORTING ROLE;Catherine Keener;Capote;False
2006;ACTRESS IN A SUPPORTING ROLE;Frances McDormand;North Country;False
2006;ACTRESS IN A SUPPORTING ROLE;Rachel Weisz;The Constant Gardener;True
2006;ACTRESS IN A SUPPORTING ROLE;Michelle Williams;Brokeback Mountain;False
2007;ACTOR IN A LEADING ROLE;Leonardo DiCaprio;Blood Diamond;False
2007;ACTOR IN A LEADING ROLE;Ryan Gosling;Half Nelson;False
2007;ACTOR IN A LEADING ROLE;Peter O'Toole;Venus;False
2007;ACTOR IN A LEADING ROLE;Will Smith;The Pursuit of Happyness;False
2007;ACTOR IN A LEADING ROLE;Forest Whitaker;The Last King of Scotland;True
2007;ACTOR IN A SUPPORTING ROLE;Alan Arkin;Little Miss Sunshine;True
2007;ACTOR IN A SUPPORTING ROLE;Jackie Earle Haley;Little Children;False
2007;ACTOR IN A SUPPORTING ROLE;Djimon Hounsou;Blood Diamond;False
2007;ACTOR IN A SUPPORTING ROLE;Eddie Murphy;Dreamgirls;False
2007;ACTOR IN A SUPPORTING ROLE;Mark Wahlberg;The Departed;False
2007;ACTRESS IN A LEADING ROLE;Penélope Cruz;Volver;False
2007;ACTRESS IN A LEADING ROLE;Judi Dench;Notes on a Scandal;False
2007;ACTRESS IN A LEADING ROLE;Helen Mirren;The Queen;True
2007;ACTRESS IN A LEADING ROLE;Meryl Streep;The Devil Wears Prada;False
2007;ACTRESS IN A LEADING ROLE;Kate Winslet;Little Children;False
2007;ACTRESS IN A SUPPORTING ROLE;Adriana Barraza;Babel;False
2007;ACTRESS IN A SUPPORTING ROLE;Cate Blanchett;Notes on a Scandal;False
2007;ACTRESS IN A SUPPORTING ROLE;Abigail Breslin;Little Miss Sunshine;False
2007;ACTRESS IN A SUPPORTING ROLE;Jennifer Hudson;Dreamgirls;True
2007;ACTRESS IN A SUPPORTING ROLE;Rinko Kikuchi;Babel;False
2008;ACTOR IN A LEADING ROLE;George Clooney;Michael Clayton;False
2008;ACTOR IN A LEADING ROLE;Daniel Day-Lewis;There Will Be Blood;True
2008;ACTOR IN A LEADING ROLE;Johnny Depp;Sweeney Todd The Demon Barber of Fleet Street;False
2008;ACTOR IN A LEADING ROLE;Tommy Lee Jones;In the Valley of Elah;False
2008;ACTOR IN A LEADING ROLE;Viggo Mortensen;Eastern Promises;False
2008;ACTOR IN A SUPPORTING ROLE;Casey Affleck;The Assassination of Jesse James by the Coward Robert Ford;False
2008;ACTOR IN A SUPPORTING ROLE;Javier Bardem;No Country for Old Men;True
2008;ACTOR IN A SUPPORTING ROLE;Philip Seymour Hoffman;Charlie Wilson's War;False
2008;ACTOR IN A SUPPORTING ROLE;Hal Holbrook;Into the Wild;False
2008;ACTOR IN A SUPPORTING ROLE;Tom Wilkinson;Michael Clayton;False
2008;ACTRESS IN A LEADING ROLE;Cate Blanchett;Elizabeth: The Golden Age;False
2008;ACTRESS IN A LEADING ROLE;Julie Christie;Away from Her;False
2008;ACTRESS IN A LEADING ROLE;Marion Cotillard;La Vie en Rose;True
2008;ACTRESS IN A LEADING ROLE;Laura Linney;The Savages;False
2008;ACTRESS IN A LEADING ROLE;Elliot Page;Juno;False
2008;ACTRESS IN A SUPPORTING ROLE;Cate Blanchett;I'm Not There;False
2008;ACTRESS IN A SUPPORTING ROLE;Ruby Dee;American Gangster;False
2008;ACTRESS IN A SUPPORTING ROLE;Saoirse Ronan;Atonement;False
2008;ACTRESS IN A SUPPORTING ROLE;Amy Ryan;Gone Baby Gone;False
2008;ACTRESS IN A SUPPORTING ROLE;Tilda Swinton;Michael Clayton;True
2009;ACTOR IN A LEADING ROLE;Richard Jenkins;The Visitor;False
2009;ACTOR IN A LEADING ROLE;Frank Langella;Frost/Nixon;False
2009;ACTOR IN A LEADING ROLE;Sean Penn;Milk;True
2009;ACTOR IN A LEADING ROLE;Brad Pitt;The Curious Case of Benjamin Button;False
2009;ACTOR IN A LEADING ROLE;Mickey Rourke;The Wrestler;False
2009;ACTOR IN A SUPPORTING ROLE;Josh Brolin;Milk;False
2009;ACTOR IN A SUPPORTING ROLE;Robert Downey Jr.;Tropic Thunder;False
2009;ACTOR IN A SUPPORTING ROLE;Philip Seymour Hoffman;Doubt;False
2009;ACTOR IN A SUPPORTING ROLE;Heath Ledger;The Dark Knight;True
2009;ACTOR IN A SUPPORTING ROLE;Michael Shannon;Revolutionary Road;False
2009;ACTRESS IN A LEADING ROLE;Anne Hathaway;Rachel Getting Married;False
2009;ACTRESS IN A LEADING ROLE;Angelina Jolie;Changeling;False
2009;ACTRESS IN A LEADING ROLE;Melissa Leo;Frozen River;False
2009;ACTRESS IN A LEADING ROLE;Meryl Streep;Doubt;False
2009;ACTRESS IN A LEADING ROLE;Kate Winslet;The Reader;True
2009;ACTRESS IN A SUPPORTING ROLE;Amy Adams;Doubt;False
2009;ACTRESS IN A SUPPORTING ROLE;Penélope Cruz;Vicky Cristina Barcelona;True
2009;ACTRESS IN A SUPPORTING ROLE;Viola Davis;Doubt;False
2009;ACTRESS IN A SUPPORTING ROLE;Taraji P. Henson;The Curious Case of Benjamin Button;False
2009;ACTRESS IN A SUPPORTING ROLE;Marisa Tomei;The Wrestler;False
2010;ACTOR IN A LEADING ROLE;Jeff Bridges;Crazy Heart;True
2010;ACTOR IN A LEADING ROLE;George Clooney;Up in the Air;False
2010;ACTOR IN A LEADING ROLE;Colin Firth;A Single Man;False
2010;ACTOR IN A LEADING ROLE;Morgan Freeman;Invictus;False
2010;ACTOR IN A LEADING ROLE;Jeremy Renner;The Hurt Locker;False
2010;ACTOR IN A SUPPORTING ROLE;Matt Damon;Invictus;False
2010;ACTOR IN A SUPPORTING ROLE;Woody Harrelson;The Messenger;False
2010;ACTOR IN A SUPPORTING ROLE;Christopher Plummer;The Last Station;False
2010;ACTOR IN A SUPPORTING ROLE;Stanley Tucci;The Lovely Bones;False
2010;ACTOR IN A SUPPORTING ROLE;Christoph Waltz;Inglourious Basterds;True
2010;ACTRESS IN A LEADING ROLE;Sandra Bullock;The Blind Side;True
2010;ACTRESS IN A LEADING ROLE;Helen Mirren;The Last Station;False
2010;ACTRESS IN A LEADING ROLE;Carey Mulligan;An Education;False
2010;ACTRESS IN A LEADING ROLE;Gabourey Sidibe;Precious: Based on the Novel 'Push' by Sapphire;False
2010;ACTRESS IN A LEADING ROLE;Meryl Streep;Julie & Julia;False
2010;ACTRESS IN A SUPPORTING ROLE;Penélope Cruz;Nine;False
2010;ACTRESS IN A SUPPORTING ROLE;Vera Farmiga;Up in the Air;False
2010;ACTRESS IN A SUPPORTING ROLE;Maggie Gyllenhaal;Crazy Heart;False
2010;ACTRESS IN A SUPPORTING ROLE;Anna Kendrick;Up in the Air;False
2010;ACTRESS IN A SUPPORTING ROLE;Mo'Nique;Precious: Based on the Novel 'Push' by Sapphire;True
2011;ACTOR IN A LEADING ROLE;Javier Bardem;Biutiful;False
2011;ACTOR IN A LEADING ROLE;Jeff Bridges;True Grit;False
2011;ACTOR IN A LEADING ROLE;Jesse Eisenberg;The Social Network;False
2011;ACTOR IN A LEADING ROLE;Colin Firth;The King's Speech;True
2011;ACTOR IN A LEADING ROLE;James Franco;127 Hours;False
2011;ACTOR IN A SUPPORTING ROLE;Christian Bale;The Fighter;True
2011;ACTOR IN A SUPPORTING ROLE;John Hawkes;Winter's Bone;False
2011;ACTOR IN A SUPPORTING ROLE;Jeremy Renner;The Town;False
2011;ACTOR IN A SUPPORTING ROLE;Mark Ruffalo;The Kids Are All Right;False
2011;ACTOR IN A SUPPORTING ROLE;Geoffrey Rush;The King's Speech;False
2011;ACTRESS IN A LEADING ROLE;Annette Bening;The Kids Are All Right;False
2011;ACTRESS IN A LEADING ROLE;Nicole Kidman;Rabbit Hole;False
2011;ACTRESS IN A LEADING ROLE;Jennifer Lawrence;Winter's Bone;False
2011;ACTRESS IN A LEADING ROLE;Natalie Portman;Black Swan;True
2011;ACTRESS IN A LEADING ROLE;Michelle Williams;Blue Valentine;False
2011;ACTRESS IN A SUPPORTING ROLE;Amy Adams;The Fighter;False
2011;ACTRESS IN A SUPPORTING ROLE;Helena Bonham Carter;The King's Speech;False
2011;ACTRESS IN A SUPPORTING ROLE;Melissa Leo;The Fighter;True
2011;ACTRESS IN A SUPPORTING ROLE;Hailee Steinfeld;True Grit;False
2011;ACTRESS IN A SUPPORTING ROLE;Jacki Weaver;Animal Kingdom;False
2012;ACTOR IN A LEADING ROLE;Demián Bichir;A Better Life;False
2012;ACTOR IN A LEADING ROLE;George Clooney;The Descendants;False
2012;ACTOR IN A LEADING ROLE;Jean Dujardin;The Artist;True
2012;ACTOR IN A LEADING ROLE;Gary Oldman;Tinker Tailor Soldier Spy;False
2012;ACTOR IN A LEADING ROLE;Brad Pitt;Moneyball;False
2012;ACTOR IN A SUPPORTING ROLE;Kenneth Branagh;My Week with Marilyn;False
2012;ACTOR IN A SUPPORTING ROLE;Jonah Hill;Moneyball;False
2012;ACTOR IN A SUPPORTING ROLE;Nick Nolte;Warrior;False
2012;ACTOR IN A SUPPORTING ROLE;Christopher Plummer;Beginners;True
2012;ACTOR IN A SUPPORTING ROLE;Max von Sydow;Extremely Loud & Incredibly Close;False
2012;ACTRESS IN A LEADING ROLE;Glenn Close;Albert Nobbs;False
2012;ACTRESS IN A LEADING ROLE;Viola Davis;The Help;False
2012;ACTRESS IN A LEADING ROLE;Rooney Mara;The Girl with the Dragon Tattoo;False
2012;ACTRESS IN A LEADING ROLE;Meryl Streep;The Iron Lady;True
2012;ACTRESS IN A LEADING ROLE;Michelle Williams;My Week with Marilyn;False
2012;ACTRESS IN A SUPPORTING ROLE;Bérénice Bejo;The Artist;False
2012;ACTRESS IN A SUPPORTING ROLE;Jessica Chastain;The Help;False
2012;ACTRESS IN A SUPPORTING ROLE;Melissa McCarthy;Bridesmaids;False
2012;ACTRESS IN A SUPPORTING ROLE;Janet McTeer;Albert Nobbs;False
2012;ACTRESS IN A SUPPORTING ROLE;Octavia Spencer;The Help;True
2013;ACTOR IN A LEADING ROLE;Bradley Cooper;Silver Linings Playbook;False
2013;ACTOR IN A LEADING ROLE;Daniel Day-Lewis;Lincoln;True
2013;ACTOR IN A LEADING ROLE;Hugh Jackman;Les Misérables;False
2013;ACTOR IN A LEADING ROLE;Joaquin Phoenix;The Master;False
2013;ACTOR IN A LEADING ROLE;Denzel Washington;Flight;False
2013;ACTOR IN A SUPPORTING ROLE;Alan Arkin;Argo;False
2013;ACTOR IN A SUPPORTING ROLE;Robert De Niro;Silver Linings Playbook;False
2013;ACTOR IN A SUPPORTING ROLE;Philip Seymour Hoffman;The Master;False
2013;ACTOR IN A SUPPORTING ROLE;Tommy Lee Jones;Lincoln;False
2013;ACTOR IN A SUPPORTING ROLE;Christoph Waltz;Django Unchained;True
2013;ACTRESS IN A LEADING ROLE;Jessica Chastain;Zero Dark Thirty;False
2013;ACTRESS IN A LEADING ROLE;Jennifer Lawrence;Silver Linings Playbook;True
2013;ACTRESS IN A LEADING ROLE;Emmanuelle Riva;Amour;False
2013;ACTRESS IN A LEADING ROLE;Quvenzhané Wallis;Beasts of the Southern Wild;False
2013;ACTRESS IN A LEADING ROLE;Naomi Watts;The Impossible;False
2013;ACTRESS IN A SUPPORTING ROLE;Amy Adams;The Master;False
2013;ACTRESS IN A SUPPORTING ROLE;Sally Field;Lincoln;False
2013;ACTRESS IN A SUPPORTING ROLE;Anne Hathaway;Les Misérables;True
2013;ACTRESS IN A SUPPORTING ROLE;Helen Hunt;The Sessions;False
2013;ACTRESS IN A SUPPORTING ROLE;Jacki Weaver;Silver Linings Playbook;False
2014;ACTOR IN A LEADING ROLE;Christian Bale;American Hustle;False
2014;ACTOR IN A LEADING ROLE;Bruce Dern;Nebraska;False
2014;ACTOR IN A LEADING ROLE;Leonardo DiCaprio;The Wolf of Wall Street;False
2014;ACTOR IN A LEADING ROLE;Chiwetel Ejiofor;12 Years a Slave;False
2014;ACTOR IN A LEADING ROLE;Matthew McConaughey;Dallas Buyers Club;True
2014;ACTOR IN A SUPPORTING ROLE;Barkhad Abdi;Captain Phillips;False
2014;ACTOR IN A SUPPORTING ROLE;Bradley Cooper;American Hustle;False
2014;ACTOR IN A SUPPORTING ROLE;Michael Fassbender;12 Years a Slave;False
2014;ACTOR IN A SUPPORTING ROLE;Jonah Hill;The Wolf of Wall Street;False
2014;ACTOR IN A SUPPORTING ROLE;Jared Leto;Dallas Buyers Club;True
2014;ACTRESS IN A LEADING ROLE;Amy Adams;American Hustle;False
2014;ACTRESS IN A LEADING ROLE;Cate Blanchett;Blue Jasmine;True
2014;ACTRESS IN A LEADING ROLE;Sandra Bullock;Gravity;False
2014;ACTRESS IN A LEADING ROLE;Judi Dench;Philomena;False
2014;ACTRESS IN A LEADING ROLE;Meryl Streep;August: Osage County;False
2014;ACTRESS IN A SUPPORTING ROLE;Sally Hawkins;Blue Jasmine;False
2014;ACTRESS IN A SUPPORTING ROLE;Jennifer Lawrence;American Hustle;False
2014;ACTRESS IN A SUPPORTING ROLE;Lupita Nyong'o;12 Years a Slave;True
2014;ACTRESS IN A SUPPORTING ROLE;Julia Roberts;August: Osage County;False
2014;ACTRESS IN A SUPPORTING ROLE;June Squibb;Nebraska;False
2015;ACTOR IN A LEADING ROLE;Steve Carell;Foxcatcher;False
2015;ACTOR IN A LEADING ROLE;Bradley Cooper;American Sniper;False
2015;ACTOR IN A LEADING ROLE;Benedict Cumberbatch;The Imitation Game;False
2015;ACTOR IN A LEADING ROLE;Michael Keaton;Birdman or (The Unexpected Virtue of Ignorance);False
2015;ACTOR IN A LEADING ROLE;Eddie Redmayne;The Theory of Everything;True
2015;ACTOR IN A SUPPORTING ROLE;Robert Duvall;The Judge;False
2015;ACTOR IN A SUPPORTING ROLE;Ethan Hawke;Boyhood;False
2015;ACTOR IN A SUPPORTING ROLE;Edward Norton;Birdman or (The Unexpected Virtue of Ignorance);False
2015;ACTOR IN A SUPPORTING ROLE;Mark Ruffalo;Foxcatcher;False
2015;ACTOR IN A SUPPORTING ROLE;J.K. Simmons;Whiplash;True
2015;ACTRESS IN A LEADING ROLE;Marion Cotillard;Two Days, One Night;False
2015;ACTRESS IN A LEADING ROLE;Felicity Jones;The Theory of Everything;False
2015;ACTRESS IN A LEADING ROLE;Julianne Moore;Still Alice;True
2015;ACTRESS IN A LEADING ROLE;Rosamund Pike;Gone Girl;False
2015;ACTRESS IN A LEADING ROLE;Reese Witherspoon;Wild;False
2015;ACTRESS IN A SUPPORTING ROLE;Patricia Arquette;Boyhood;True
2015;ACTRESS IN A SUPPORTING ROLE;Laura Dern;Wild;False
2015;ACTRESS IN A SUPPORTING ROLE;Keira Knightley;The Imitation Game;False
2015;ACTRESS IN A SUPPORTING ROLE;Emma Stone;Birdman or (The Unexpected Virtue of Ignorance);False
2015;ACTRESS IN A SUPPORTING ROLE;Meryl Streep;Into the Woods;False
2016;ACTOR IN A LEADING ROLE;Bryan Cranston;Trumbo;False
2016;ACTOR IN A LEADING ROLE;Matt Damon;The Martian;False
2016;ACTOR IN A LEADING ROLE;Leonardo DiCaprio;The Revenant;True
2016;ACTOR IN A LEADING ROLE;Michael Fassbender;Steve Jobs;False
2016;ACTOR IN A LEADING ROLE;Eddie Redmayne;The Danish Girl;False
2016;ACTOR IN A SUPPORTING ROLE;Christian Bale;The Big Short;False
2016;ACTOR IN A SUPPORTING ROLE;Tom Hardy;The Revenant;False
2016;ACTOR IN A SUPPORTING ROLE;Mark Ruffalo;Spotlight;False
2016;ACTOR IN A SUPPORTING ROLE;Mark Rylance;Bridge of Spies;True
2016;ACTOR IN A SUPPORTING ROLE;Sylvester Stallone;Creed;False
2016;ACTRESS IN A LEADING ROLE;Cate Blanchett;Carol;False
2016;ACTRESS IN A LEADING ROLE;Brie Larson;Room;True
2016;ACTRESS IN A LEADING ROLE;Jennifer Lawrence;Joy;False
2016;ACTRESS IN A LEADING ROLE;Charlotte Rampling;45 Years;False
2016;ACTRESS IN A LEADING ROLE;Saoirse Ronan;Brooklyn;False
2016;ACTRESS IN A SUPPORTING ROLE;Jennifer Jason Leigh;The Hateful Eight;False
2016;ACTRESS IN A SUPPORTING ROLE;Rooney Mara;Carol;False
2016;ACTRESS IN A SUPPORTING ROLE;Rachel McAdams;Spotlight;False
2016;ACTRESS IN A SUPPORTING ROLE;Alicia Vikander;The Danish Girl;True
2016;ACTRESS IN A SUPPORTING ROLE;Kate Winslet;Steve Jobs;False
2017;ACTOR IN A LEADING ROLE;Casey Affleck;Manchester by the Sea;True
2017;ACTOR IN A LEADING ROLE;Andrew Garfield;Hacksaw Ridge;False
2017;ACTOR IN A LEADING ROLE;Ryan Gosling;La La Land;False
2017;ACTOR IN A LEADING ROLE;Viggo Mortensen;Captain Fantastic;False
2017;ACTOR IN A LEADING ROLE;Denzel Washington;Fences;False
2017;ACTOR IN A SUPPORTING ROLE;Mahershala Ali;Moonlight;True
2017;ACTOR IN A SUPPORTING ROLE;Jeff Bridges;Hell or High Water;False
2017;ACTOR IN A SUPPORTING ROLE;Lucas Hedges;Manchester by the Sea;False
2017;ACTOR IN A SUPPORTING ROLE;Dev Patel;Lion;False
2017;ACTOR IN A SUPPORTING ROLE;Michael Shannon;Nocturnal Animals;False
2017;ACTRESS IN A LEADING ROLE;Isabelle Huppert;Elle;False
2017;ACTRESS IN A LEADING ROLE;Ruth Negga;Loving;False
2017;ACTRESS IN A LEADING ROLE;Natalie Portman;Jackie;False
2017;ACTRESS IN A LEADING ROLE;Emma Stone;La La Land;True
2017;ACTRESS IN A LEADING ROLE;Meryl Streep;Florence Foster Jenkins;False
2017;ACTRESS IN A SUPPORTING ROLE;Viola Davis;Fences;True
2017;ACTRESS IN A SUPPORTING ROLE;Naomie Harris;Moonlight;False
2017;ACTRESS IN A SUPPORTING ROLE;Nicole Kidman;Lion;False
2017;ACTRESS IN A SUPPORTING ROLE;Octavia Spencer;Hidden Figures;False
2017;ACTRESS IN A SUPPORTING ROLE;Michelle Williams;Manchester by the Sea;False
2018;ACTOR IN A LEADING ROLE;Timothée Chalamet;Call Me by Your Name;False
2018;ACTOR IN A LEADING ROLE;Daniel Day-Lewis;Phantom Thread;False
2018;ACTOR IN A LEADING ROLE;Daniel Kaluuya;Get Out;False
2018;ACTOR IN A LEADING ROLE;Gary Oldman;Darkest Hour;True
2018;ACTOR IN A LEADING ROLE;Denzel Washington;Roman J. Israel, Esq.;False
2018;ACTOR IN A SUPPORTING ROLE;Willem Dafoe;The Florida Project;False
2018;ACTOR IN A SUPPORTING ROLE;Woody Harrelson;Three Billboards outside Ebbing, Missouri;False
2018;ACTOR IN A SUPPORTING ROLE;Richard Jenkins;The Shape of Water;False
2018;ACTOR IN A SUPPORTING ROLE;Christopher Plummer;All the Money in the World;False
2018;ACTOR IN A SUPPORTING ROLE;Sam Rockwell;Three Billboards outside Ebbing, Missouri;True
2018;ACTRESS IN A LEADING ROLE;Sally Hawkins;The Shape of Water;False
2018;ACTRESS IN A LEADING ROLE;Frances McDormand;Three Billboards outside Ebbing, Missouri;True
2018;ACTRESS IN A LEADING ROLE;Margot Robbie;I, Tonya;False
2018;ACTRESS IN A LEADING ROLE;Saoirse Ronan;Lady Bird;False
2018;ACTRESS IN A LEADING ROLE;Meryl Streep;The Post;False
2018;ACTRESS IN A SUPPORTING ROLE;Mary J. Blige;Mudbound;False
2018;ACTRESS IN A SUPPORTING ROLE;Allison Janney;I, Tonya;True
2018;ACTRESS IN A SUPPORTING ROLE;Lesley Manville;Phantom Thread;False
2018;ACTRESS IN A SUPPORTING ROLE;Laurie Metcalf;Lady Bird;False
